id,name,风格,风格_multi,风格_证据,风格_关键词,产品,产品_multi,产品_证据,产品_关键词,工艺,工艺_multi,工艺_证据,工艺_关键词,风味,风味_multi,风味_证据,风味_关键词,经营,经营_multi,经营_证据,经营_关键词,价格带,价格_置信,区,商圈,评分,评论数,外卖,团购,分店数,菜品摘要,brand_product,conflict
laSQwR8LHS1I0uzt,邱小文酥饼里脊,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,含团购,False,B:团购字段,1,<10,A,惠济区,北大学城,,6,,1,0,酥饼里脊_鸡蛋,,
G97vkkf081kQZCNr,口水鸡排·汉堡·炸鸡·饮品(月湖广场店),中式,False,C:品牌映射,brand:口水,整鸡/大单品+鸡排,True,C:品牌映射,brand:口水,生炸/现炸,False,C:品牌映射,brand:口水,酱香+酸甜,True,C:品牌映射,brand:口水,档口/摊位,False,C:品牌映射,brand:口水,10-15,A,惠济区,北大学城,口味:3.9 环境:3.9 服务:3.9,224,1,1,5,大鸡排_椰果奶茶_红薯条_美食_韩式炸鸡_有理想的鸡_照烧脆皮鸡排拌饭_牛肉堡_海苔肉松薯_白雪椰椰薯,,
l4L7ixHssc1exfGZ,咖喱の炸鸡拌饭,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,D,惠济区,北大学城,,1,,,0,,,
l34myacRMn4xGCBa,恩施宋鸭子(英才街店),Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,堂食+外卖+团购,False,B:多字段组合,外卖:1/团购:1,20-30,A,惠济区,北大学城,,1,1,1,0,招牌炸鸭_招牌炸鸭整,,
G7e37tiX18k8iOKp,叫了只炸鸡(英才街店),中式,False,C:品牌映射,brand:叫了只,鸡排+鸡块/鸡米花/鸡柳,True,C:品牌映射,brand:叫了只,生炸/现炸,False,C:品牌映射,brand:叫了只,原味+香辣+甜辣,True,C:品牌映射,brand:叫了只,外卖型,False,C:品牌映射,brand:叫了只,20-30,A,惠济区,北大学城,口味:3.4 环境:3.5 服务:3.5,5,1,,0,爆浆芝士鸡排_香辣锅巴土豆_爆浆芝士鸡排堡_泰式甜辣酱_墨西哥炸鸡酱_沙拉酱_琥珀炸鸡酱_柚子炸鸡酱_经典劲爆鸡米花_炸鸡双拼,,
HaoqNpzWm9yRmZww,摊吃侠香酥鸡饼,中式,False,C:店名推断,香酥鸡,整鸡/大单品,False,C:店名推断,香酥鸡,Unknown,False,D:无证据,,原味,False,C:店名推断,香酥,Unknown,False,D:无证据,,Unknown,D,惠济区,北大学城,,,,,0,,,
G9kf4SiKgYZOMnFJ,菌汤臭豆腐·烤冷面·手抓饼,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,含外卖,False,B:外卖字段,1,Unknown,D,惠济区,北大学城,,,1,,0,烤冷面_菌汤臭豆腐,,
k9YBB7DQbqBJJLaN,整点Chicken•韩式炸鸡(北大学城店),韩式,False,A:菜品直接证据,韩式,鸡翅,False,A:菜品直接证据,翅根,Unknown,False,D:无证据,,Unknown,False,D:无证据,,含团购,False,B:团购字段,1,Unknown,D,惠济区,北大学城,,1,,1,0,招牌大整只鸡_韩式暴香翅根,,
G7q1mc88D8bAxWmv,许记香酥鸡香酥鸭(美景万科店),中式,False,C:店名推断,香酥鸡,整鸡/大单品,False,C:店名推断,香酥鸡,Unknown,False,D:无证据,,原味,False,C:店名推断,香酥,含外卖,False,B:外卖字段,1,20-30,A,惠济区,北大学城,,,1,,0,,,
k4Bb78lR5jyrp5ru,叫了个炸鸡(电力学院店),中式,False,C:品牌映射,brand:叫了个,整鸡/大单品+鸡腿+鸡翅+鸡排,True,C:品牌映射,brand:叫了个,生炸/现炸,False,C:品牌映射,brand:叫了个,香辣+甜辣+酸甜,True,C:品牌映射,brand:叫了个,外卖型,False,C:品牌映射,brand:叫了个,20-30,A,中牟县,刘集镇,口味:3.5 环境:3.5 服务:3.5,2,1,1,0,菠萝派_翅根全家桶_红豆派_骨肉相连大肉串_香芋派_鸡肉洋葱圈_浓情大鸡排_奶香芝士酱_香辣鸡腿堡_脆皮大鸡腿,,
l5G7yjZLM1DqDjib,临榆炸鸡腿(岗赵商业步行街店),中式,False,C:品牌映射,brand:临榆,鸡腿,False,"C:店名推断(修正,优先于品牌映射)",brand:临榆,腌炸,False,C:品牌映射,brand:临榆,原味,False,C:品牌映射,brand:临榆,档口/摊位,False,C:品牌映射,brand:临榆,<10,A,中牟县,刘集镇,口味:3.4 环境:3.4 服务:3.3,20,1,1,1,香酥琵琶腿_脆皮手枪腿_香骨鸡_鸡上腿,鸡排,brand_product_conflict
l8X6EayTWcCCiW0x,吃个良鸡韩式炸鸡(望东路店),韩式,False,C:店名推断,韩式,鸡腿+鸡块/鸡米花/鸡柳,True,A:菜品直接证据,鸡腿;鸡块,Unknown,False,D:无证据,,Unknown,False,D:无证据,,含团购,False,B:团购字段,1,20-30,A,中牟县,刘集镇,口味:3.5 环境:3.5 服务:3.5,1,,1,0,整只炸鸡_双层鸡腿堡_鸡块礼盒每份装装,,
kaJMcbQZiI62386b,临榆炸鸡腿(郑州工商学院店),中式,False,C:品牌映射,brand:临榆,鸡腿,True,"C:店名推断(修正,优先于品牌映射)",brand:临榆,腌炸,False,C:品牌映射,brand:临榆,原味,False,C:品牌映射,brand:临榆,档口/摊位,False,C:品牌映射,brand:临榆,<10,A,中牟县,刘集镇,口味:3.5 环境:3.5 服务:3.5,5,,,0,脆皮手枪腿_黄金香骨鸡_黄金鸡叉骨_香酥琵琶腿_鸡肉条_香骨鸡,鸡排,brand_product_conflict
l9r1puMKJbl3TwLX,庙东排骨(郑州上東里店),日式,False,A:菜品直接证据,唐扬,鸡腿,True,A:菜品直接证据,手枪腿;翅尖,裹粉炸,False,A:菜品直接证据,脆皮,香辣,True,A:菜品直接证据,香辣;孜然,堂食+外卖+团购,False,B:多字段组合,外卖:1/团购:1,20-30,A,中牟县,刘集镇,口味:3.9 环境:3.9 服务:3.9,28,1,1,2,留香排骨_酥香掌中宝_开运脆皮手枪腿_唐扬牛蛙_椒香辣子鸡,,
H8O81M9PtBVD165t,叫了只炸鸡(工商学院店),中式,False,C:品牌映射,brand:叫了只,整鸡/大单品,False,C:品牌映射,brand:叫了只,生炸/现炸,False,C:品牌映射,brand:叫了只,原味+酱香,True,C:品牌映射,brand:叫了只,外卖型,False,C:品牌映射,brand:叫了只,20-30,A,中牟县,刘集镇,口味:3.5 环境:3.5 服务:3.5,2,1,1,0,奥尔良腿排堡_玫瑰梅_酸奶梅_花之润原味姜茶_牛轧糖_乐盈天水果燕麦片_武士曲奇_铁棍山药脆片_乐盈天坚果燕麦片_澳德斯鲜咖啡,,
EE1aDvxRxzDv6vyn,叫了只鸡(交通店),中式,False,C:品牌映射,brand:叫了只,整鸡/大单品,False,C:品牌映射,brand:叫了只,生炸/现炸,False,C:品牌映射,brand:叫了只,香辣+甜辣+酱香+芥末,True,C:品牌映射,brand:叫了只,外卖型,False,C:品牌映射,brand:叫了只,20-30,A,中牟县,刘集镇,,1,1,,0,双层劲脆鸡腿堡_蜜汁小鸡腿_蜂蜜芥末薯条_神奇的鸡_可口可乐罐装_牛堡堡_香辣鸡腿堡_藤椒鸡腿堡_招牌无骨鸡特惠款_爆米花,,
l5ydqYPUX5CaJOyz,淄博烧烤(郑州店),韩式,False,A:菜品直接证据,韩式,Unknown,False,D:无证据,,Unknown,False,D:无证据,,香辣,True,A:菜品直接证据,麻辣;奥尔良,堂食+外卖+团购,False,B:多字段组合,外卖:1/团购:1,30-50,A,中牟县,刘集镇,,,1,1,0,豆筋_韩式进口裹酱小年糕_红乌苏啤酒罐装_秘制烤整只鹌鹑_碳烤奥尔良对翅,,
G4fzVFz39AHzae9x,爆掌柜生炸鸡架(岗赵步行街店),中式,False,C:品牌映射,brand:爆掌柜,鸡腿+鸡翅+鸡块/鸡米花/鸡柳,True,C:品牌映射,brand:爆掌柜,生炸/现炸,False,C:品牌映射,brand:爆掌柜,香辣+酱香+酸甜,True,C:品牌映射,brand:爆掌柜,档口/摊位,False,C:品牌映射,brand:爆掌柜,15-20,A,中牟县,刘集镇,口味:3.7 环境:3.7 服务:3.7,9,1,1,3,脆炸蘑菇_甘梅地瓜_奥尔良腿排夹饼_咖喱鸡柳肉夹饼_五香里脊肉夹饼_香辣伴翅_生炸麻辣翅尖_麻辣伴翅_超满足全家福_生炸手枪腿,,
l6bexu3vVsPu4ytH,不可炸鸡·CHEESE·黄油芝士炸鸡(工商学院店),中式,False,C:品牌映射,brand:不可,整鸡/大单品,False,C:品牌映射,brand:不可,生炸/现炸,False,C:品牌映射,brand:不可,甜辣+酸甜,True,C:品牌映射,brand:不可,档口/摊位,False,C:品牌映射,brand:不可,20-30,A,中牟县,刘集镇,口味:4.3 环境:4.3 服务:4.3,212,,,0,招牌黄金芝士粉炸鸡_黄金芝士年糕_美式车打芝士酱炸鸡_冰可口可乐_洋葱奶酪酱炸鸡_双拼炸鸡翅_海苔肉松炸鸡_招牌双拼炸鸡_咔咔海苔鸡翅_火山脆脆鸡翅,,
Fz0U9Ga0YsF5WWNl,叫了只鸡,中式,False,C:品牌映射,brand:叫了只,整鸡/大单品,False,C:品牌映射,brand:叫了只,生炸/现炸,False,C:品牌映射,brand:叫了只,原味,False,C:品牌映射,brand:叫了只,外卖型,False,C:品牌映射,brand:叫了只,20-30,A,中牟县,刘集镇,,,,1,0,整只炸鸡_双层鸡腿堡,,
k29Xrf6DppIBD0ds,京津炸鸡,中式,False,A:菜品直接证据,香酥鸡,整鸡/大单品+鸡腿+鸡架/锁骨/叉骨+鸡块/鸡米花/鸡柳,True,A:菜品直接证据,香酥鸡;鸡腿;鸡叉骨;鸡块,Unknown,False,D:无证据,,原味,False,A:菜品直接证据,香酥,堂食+外卖+团购,False,B:多字段组合,外卖:1/团购:1,10-15,A,中牟县,刘集镇,口味:3.5 环境:3.5 服务:3.5,3,1,1,0,香酥鸡叉骨_豆皮卷_香骨鸡_脆香鸡_娇麻鸡腿_娇麻鸡块,,
FWfpckqeMMa3lDyb,大炸小拌·炸串拌饼,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,含外卖,False,B:外卖字段,1,Unknown,D,中牟县,刘集镇,,,1,,0,,,
k5mSiKyCgAT0GzWM,Ya.chicken韩式炸鸡(岗赵村商业步行街店),中式,True,A:菜品直接证据,香酥鸡;韩式;双拼,鸡翅+鸡块/鸡米花/鸡柳,True,A:菜品直接证据,香酥鸡;鸡腿;鸡翅;鸡米花,Unknown,False,D:无证据,,原味,True,A:菜品直接证据,香酥;琥珀;黑胡椒;奥尔良;橙,含外卖,False,B:外卖字段,1,Unknown,D,中牟县,刘集镇,,,1,,0,韩式无骨炸鸡_韩式无骨炸鸡双拼_鸡翅中_统一鲜橙多罐装_统一蜜桃多罐装_可口可乐无糖罐装_圣诞平安果_农夫山泉有点甜_美味薯条_韩式裹酱进口年糕,,
H5wiTLCZGtNqnGd5,三养火鸡面·韩式炸鸡,韩式,False,C:品牌映射,brand:三养,鸡翅,False,C:品牌映射,brand:三养,裹粉炸,False,C:品牌映射,brand:三养,火鸡面,False,C:品牌映射,brand:三养,档口/摊位,False,C:品牌映射,brand:三养,20-30,A,中牟县,刘集镇,,,1,1,0,整只炸鸡_双层鸡腿堡,,
G9gD4jeXGdSHyP0w,胡夫炸串(中牟方特欢乐世界店),中式,False,C:品牌映射,brand:胡夫,鸡架/锁骨/叉骨,False,C:品牌映射,brand:胡夫,生炸/现炸,False,C:品牌映射,brand:胡夫,香辣,False,C:品牌映射,brand:胡夫,档口/摊位,False,C:品牌映射,brand:胡夫,Unknown,D,中牟县,刘集镇,,,,,0,,,
kaer2sbiIBXEUVkz,御膳叉骨炸鸡·老汉口热干面,中式,False,C:品牌映射,brand:御膳,鸡腿+鸡架/锁骨/叉骨,True,C:品牌映射,brand:御膳,生炸/现炸,False,C:品牌映射,brand:御膳,椒盐,False,C:品牌映射,brand:御膳,档口/摊位,False,C:品牌映射,brand:御膳,Unknown,D,惠济区,北大学城,口味:3.4 环境:3.4 服务:3.4,1,1,1,0,鸡叉骨_蜜枣粽子_猪肉大葱水饺_芝士热狗棒_草莓冰糖葫芦_鸭腿饭_卤鸭腿_红烧肉盖浇饭_香菇滑鸡盖饭_鸡腿饭,,
k1trLghaYjHwE2iv,泽丰炸鸡(岗赵村商业步行街店),Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,含外卖,False,B:外卖字段,1,Unknown,D,中牟县,刘集镇,口味:3.5 环境:3.5 服务:3.5,1,1,,0,,,
G8qDyb12eWfGfxPN,新御膳叉骨,中式,False,C:品牌映射,brand:御膳,鸡架/锁骨/叉骨,False,C:品牌映射,brand:御膳,生炸/现炸,False,C:品牌映射,brand:御膳,椒盐,False,C:品牌映射,brand:御膳,档口/摊位,False,C:品牌映射,brand:御膳,Unknown,D,中牟县,刘集镇,,,,,0,,,
G75zExE7SOhQV2P0,叫了只炸鸡(新联学院店),中式,False,C:品牌映射,brand:叫了只,鸡腿+鸡排+鸡块/鸡米花/鸡柳,True,C:品牌映射,brand:叫了只,生炸/现炸,False,C:品牌映射,brand:叫了只,原味+黑胡椒,True,C:品牌映射,brand:叫了只,外卖型,False,C:品牌映射,brand:叫了只,15-20,A,中牟县,刘集镇,口味:3.6 环境:3.6 服务:3.6,7,,,0,清香柚子无骨炸鸡_抓住鸡的小腿_火山石黑椒烤肠_经典黑椒鸡块_弹韩式年糕条_金丝藤椒鸡排_柳叶脆香鸡_脆皮藤椒琵琶腿_纯肉香酥无骨炸鸡_益生菌原味,,
l42KCSCRk747l3YY,刘婉婉生炸妙龄鸡(郑州工商学院店),中式,False,C:品牌映射,brand:刘婉婉,整鸡/大单品+鸡腿+鸡架/锁骨/叉骨,True,C:品牌映射,brand:刘婉婉,生炸/现炸,False,C:品牌映射,brand:刘婉婉,原味,False,C:品牌映射,brand:刘婉婉,档口/摊位,False,C:品牌映射,brand:刘婉婉,15-20,A,中牟县,刘集镇,口味:3.8 环境:3.8 服务:3.8,23,1,1,9,爆汁小鸡腿_生炸全鸡架_生炸半只鸡_鸡腿肉_叉骨一斤半_鸡贝贝_直播间小鸡腿_无骨上腿肉,,
l4z79mIopMTh2jEl,正新鸡排·炸鸡烧烤(象湖南路店),美式/西式,False,C:品牌映射,brand:正新,鸡排,False,C:品牌映射,brand:正新,裹粉炸,False,C:品牌映射,brand:正新,原味,False,C:品牌映射,brand:正新,档口/摊位,False,C:品牌映射,brand:正新,10-15,A,中牟县,刘集镇,口味:3.7 环境:3.6 服务:3.7,11,1,1,0,爆料鸡排_正新大烤肠,,
HaTflcn8gluCTfXS,布袋馍饼夹菜炸串拌饼,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,D,中牟县,刘集镇,,,,,0,,,
G1oqYXxOeiNlslNB,魏小立深海炸鱼,Unknown,False,D:无证据,,鸡块/鸡米花/鸡柳,True,A:菜品直接证据,鸡块;鸡皮,裹粉炸,False,A:菜品直接证据,脆皮,原味+蒜香,True,A:菜品直接证据,香酥;蒜香,含外卖,False,B:外卖字段,1,20-30,A,中牟县,刘集镇,口味:3.5 环境:3.5 服务:3.5,1,1,,0,香酥切蟹_小海虾_老式烧饼_雪花鸡柳_猪肉小酥肉_香芋条_排骨扣碗_蒜香鳕鱼_香酥炸蘑菇_嘎鱼,,
k8DEnUNst64AxPRh,小米家,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,D,登封市,登封一中/国际商贸城,,,,,0,,,
k4IbqSYuzMpWeGfh,王炸炸串,Unknown,False,D:无证据,,鸡翅+鸡脖/其他部位,True,A:菜品直接证据,鸡翅;鸡叉骨;鸡块;鸡胗,裹粉炸,False,A:菜品直接证据,脆皮,香辣+黑胡椒+酸甜,True,A:菜品直接证据,麻辣;芝士;黑椒;甘梅,含外卖,False,B:外卖字段,1,15-20,A,登封市,登封一中/国际商贸城,,,1,,0,甘梅味盐酥鸡_甘梅味洋葱圈_甘梅味小酥肉_亲亲玉米肠_素鸡翅_鸡胗串_鸡心_麻辣爆肚粉_黑椒肠_金针菇,,
G3zFa2ysoMbTWneI,叫了个炸鸡(韩式炸鸡·火鸡面·合作路店),中式,False,C:品牌映射,brand:叫了个,整鸡/大单品,False,C:品牌映射,brand:叫了个,生炸/现炸,False,C:品牌映射,brand:叫了个,原味,False,C:品牌映射,brand:叫了个,外卖型,False,C:品牌映射,brand:叫了个,15-20,A,二七区,医学院,,1,1,,0,,,
G4EbUZN0mBt7DdCV,王朝炸鸡(合作路店),Unknown,False,D:无证据,,鸡腿+鸡翅+鸡架/锁骨/叉骨,True,A:菜品直接证据,鸡腿;鸡翅;鸡排;鸡叉骨;鸡米花;鸡皮,Unknown,False,D:无证据,,酸甜,False,A:菜品直接证据,甘梅,堂食+外卖+团购,False,B:多字段组合,外卖:1/团购:1,15-20,A,二七区,医学院,口味:3.6 环境:3.6 服务:3.7,5,1,1,0,炸鸡拼盘_翅根_藤椒琵琶腿_翅中_藤椒鸡翅根_招牌鸡叉骨_比翼双飞,,
EwR8Gl8hZnJ4HGue,大苕爷烤苕皮(油化厂),Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,10-15,A,二七区,医学院,,,,,0,,,
G5W9FuSoz6zTURQW,铁八小炸串,Unknown,False,D:无证据,,鸡翅,True,A:菜品直接证据,鸡翅;鸡胸排;鸡柳,生炸/现炸,False,A:菜品直接证据,现炸,黑胡椒+酱香,True,A:菜品直接证据,辣子;黑椒;奥尔良,含外卖,False,B:外卖字段,1,15-20,A,二七区,医学院,口味:3.9 环境:3.9 服务:3.9,11,1,,0,星星鸡肉串_鸡肉香豆腐_虎皮肉酿青椒_手工大面筋_奥尔良鸡胸排_小胖子油条_现炸带鱼_炭烤脊背肉串_黑椒麦穗儿香肠_香炸金针菇,,
l9dbS6rGoWKfiF4x,,韩式,False,A:菜品直接证据,韩式,鸡腿+鸡翅+鸡架/锁骨/叉骨,True,A:菜品直接证据,鸡腿;鸡翅;鸡叉骨;鸡米花,Unknown,False,D:无证据,,香辣,True,A:菜品直接证据,特辣;芝士,Unknown,False,D:无证据,,Unknown,D,二七区,,,2,,,0,嫩脆小翅根_鸡翅中_嫩脆翅根_深海鳕鱼条_芝士热狗棒_香甜地瓜丸_炸鸡腿_精品鸡叉骨_炸鸡拌土豆_秘制藤椒翅尖,,
GaVGfGFGflZmTYYk,靓仔煌热卤·炸鸡,Unknown,False,D:无证据,,鸡腿+鸡块/鸡米花/鸡柳,True,A:菜品直接证据,鸡腿;鸡柳,裹粉炸,False,A:菜品直接证据,酥炸,原味,False,A:菜品直接证据,香酥,含团购,False,B:团购字段,1,10-15,A,二七区,医学院,口味:3.4 环境:3.4 服务:3.4,5,,1,0,炸鸡柳_炸鸡腿_香酥炸鸡_招牌麻油鸡,,
H2vjuYIUjuFP0xti,张屯屯开花鸡腿(棉纺路店),中式,False,C:品牌映射,brand:张屯屯,整鸡/大单品+鸡排+鸡块/鸡米花/鸡柳,True,C:品牌映射,brand:张屯屯,生炸/现炸,False,C:品牌映射,brand:张屯屯,原味,False,C:品牌映射,brand:张屯屯,档口/摊位,False,C:品牌映射,brand:张屯屯,15-20,A,二七区,医学院,口味:3.8 环境:3.7 服务:3.8,51,1,1,0,手工红薯条_招牌鸡块_脆皮全鸡_秘制大鸡排_素三鲜春卷_炸平菇_厚切炒酸奶_状元鸡柳_蜜桃乌龙茶_芒果益菌多,,
lay6g1Bu4vp5o2DL,德丰炸鸡(玉凤路店),Unknown,False,D:无证据,,鸡腿+鸡翅+鸡块/鸡米花/鸡柳,True,A:菜品直接证据,鸡腿;翅中;鸡排;鸡叉骨;鸡米花,Unknown,False,D:无证据,,酸甜,False,A:菜品直接证据,菠萝,含外卖,False,B:外卖字段,1,Unknown,D,金水区,凤凰城/上悦城,口味:3.5 环境:3.5 服务:3.5,4,1,,0,醇香奶茶_手枪腿_鸡米花_黄金蟹堡_翅中_晶球菠萝,,
j8EnBQnDq5JRv4xU,先生大鸡排(升龙凤凰城店),Unknown,False,D:无证据,,整鸡/大单品,True,C:店名推断,大鸡;鸡排,Unknown,False,D:无证据,,Unknown,False,D:无证据,,含外卖,False,B:外卖字段,1,10-15,A,金水区,凤凰城市广场,口味:3.4 环境:3.4 服务:3.4,,1,,0,,,
H5umJXg2vkwE7CoH,麦哆客汉堡炸鸡(四月天店),Unknown,False,D:无证据,,鸡腿,False,A:菜品直接证据,鸡腿,Unknown,False,D:无证据,,原味+香辣,True,A:菜品直接证据,香酥;香辣,含外卖,False,B:外卖字段,1,<10,A,金水区,陈寨/张家村,,,1,,0,香酥牛肉堡不限量_墨西哥鸡肉卷不限量_超级鸡腿堡不限量_田园蔬菜堡_香辣鸡腿堡不限量,,
k1AYdiEueho8yn9d,大尚龙虾,Unknown,False,D:无证据,,Unknown,False,D:无证据,,Unknown,False,D:无证据,,香辣,False,A:菜品直接证据,香辣,含外卖,False,B:外卖字段,1,30-50,A,金水区,陈砦,口味:3.6 环境:3.6 服务:3.6,26,1,,0,鱿鱼须_红烧腐竹_洋葱木耳_烤娃娃菜_干锅猪蹄_水煮毛豆_吃炒凉粉_辣卤羊蹄_泡椒土豆粉_土匪猪肝,,
H7Ed211qu7y585X8,识馥鸡-炸鸡.炸串.拌烧饼,Unknown,False,D:无证据,,鸡架/锁骨/叉骨,False,A:菜品直接证据,鸡叉骨,Unknown,False,D:无证据,,Unknown,False,D:无证据,,含团购,False,B:团购字段,1,Unknown,D,金水区,陈砦,,5,,1,0,鸡肉排_丸子_秘制炸鸡叉骨_泡菜臭豆腐,,
G6V1VTdcmuhFcZm8,延庆观炸鸡(丰庆路店),中式,False,C:品牌映射,brand:延庆观,鸡腿+鸡翅+鸡架/锁骨/叉骨+鸡块/鸡米花/鸡柳,True,C:品牌映射,brand:延庆观,卤炸,False,C:品牌映射,brand:延庆观,原味,False,C:品牌映射,brand:延庆观,档口/摊位,False,C:品牌映射,brand:延庆观,15-20,A,金水区,陈砦,口味:3.5 环境:3.5 服务:3.4,149,,1,0,延庆观炸鸡快_延庆观牙签肉_延庆观翅中_延庆观琵琶腿_鸡翅_鸡米花_牙签肉,,
k4nolGaOhh4pOTUH,西哟GOGO炸鸡(郑州店),韩式,True,A:菜品直接证据,芝士炸鸡;青阳,整鸡/大单品,True,A:菜品直接证据,大鸡;鸡腿,腌炸,False,A:菜品直接证据,酱炸,香辣+甜辣+酸甜,True,A:菜品直接证据,麻辣;蒜香;甜辣;酱油;番茄,堂食+外卖+团购,False,B:多字段组合,外卖:1/团购:1,20-30,A,金水区,陈砦,口味:3.7 环境:3.7 服务:3.8,15,1,1,0,芝士球_玉米奶酪炸鸡_甜辣果酱炸鸡_南阳番茄炸鸡,,
lakmtIvDyY76tMYH,生炸鸡架,Unknown,False,D:无证据,,鸡架/锁骨/叉骨,False,A:菜品直接证据,鸡架,生炸/现炸,False,C:店名推断,生炸,Unknown,False,D:无证据,,含团购,False,B:团购字段,1,Unknown,D,中牟县,刘集镇,,,,1,0,招牌炸鸡架,,
l1bWTreFzNduqzbf,生炸鸡架(丹尼斯店),Unknown,False,D:无证据,,鸡架/锁骨/叉骨,False,A:菜品直接证据,鸡架,生炸/现炸,False,C:店名推断,生炸,Unknown,False,D:无证据,,含团购,False,B:团购字段,1,Unknown,D,中牟县,刘集镇,,,,1,0,招牌炸鸡架,,
k8FEUfKz6qVk5CUj,多美士炸鸡汉堡(九龙城店),美式/西式,False,C:品牌映射,brand:多美士,鸡翅+鸡块/鸡米花/鸡柳,True,C:品牌映射,brand:多美士,裹粉炸,False,C:品牌映射,brand:多美士,原味,False,C:品牌映射,brand:多美士,外卖型,False,C:品牌映射,brand:多美士,10-15,A,中原区,冉屯路/五龙口,口味:3.5 环境:3.5 服务:3.5,35,1,1,21,黄金紫薯酥_奥尔良烤翅_藤椒翅尖_果珍_小美炸鸡_拉丝热狗棒_田园香蔬堡_蛋挞_玉米杯_霸王鸡块,,
k3Uzstxj13xVtjfG,百宜百可热辣炸鸡汉堡(酒吧街店),Unknown,False,D:无证据,,鸡腿+鸡翅,True,A:菜品直接证据,大鸡;鸡腿;全翅;鸡块,Unknown,False,D:无证据,,香辣+酸甜,True,A:菜品直接证据,辣;黄油;菠萝,Unknown,False,D:无证据,,10-15,A,金水区,农科路酒吧街,口味:3.6 环境:3.6 服务:3.6,48,,,0,黄金双鸡堡_甜蜜图伦巴_青柠绿茶_乌柠红茶_豪脆黄金鸡腿_黄金带骨鸡腿排_豪脆黄金鸡全翅_招牌热辣汉堡_现烤华夫饼配热辣鸡腿排_菠萝派,,
G8SI2UaltJtxYBtu,BoBochicken韩式炸鸡(上东里店),韩式,False,C:品牌映射,brand:BoBochicken,鸡块/鸡米花/鸡柳,False,C:品牌映射,brand:BoBochicken,裹粉炸,False,C:品牌映射,brand:BoBochicken,甜辣,False,C:品牌映射,brand:BoBochicken,外卖型,False,C:品牌映射,brand:BoBochicken,20-30,A,中牟县,刘集镇,,,1,,0,,,
